***SENSOR SELECTION,,,,,
CH 1-Voltage(±1V),,,,,
CH 2-Voltage(±1V),,,,,
CH 3-Voltage(±1V),,,,,
*** Sampling Rate ,,,,,
1 Data Per 1 Min,,,,,
*** Duration to Monitor  ,,,,,
1 Day,,,,,
Start: 12-DEC-2022  12:14PM,,,,,
Time(s),V1,V2,V3,⁰C,Vavg
66840,0.654952,0.627795,0.633653,,0.6388
66900,0.654952,0.627795,0.633653,,0.6388
66960,0.654952,0.627263,0.633653,,0.638622667
67020,0.654952,0.627263,0.633653,,0.638622667
67080,0.654952,0.627263,0.63312,,0.638445
67140,0.654952,0.627263,0.63312,,0.638445
67200,0.654952,0.627263,0.63312,,0.638445
67260,0.654419,0.627263,0.63312,,0.638267333
67320,0.654952,0.627263,0.63312,,0.638445
67380,0.654952,0.627263,0.63312,,0.638445
67440,0.654419,0.62673,0.63312,,0.638089667
67500,0.654419,0.62673,0.63312,,0.638089667
67560,0.654419,0.62673,0.632588,,0.637912333
67620,0.654419,0.62673,0.632588,,0.637912333
67680,0.654419,0.626198,0.632588,,0.637735
67740,0.654419,0.626198,0.632588,,0.637735
67800,0.654419,0.626198,0.632588,,0.637735
67860,0.654419,0.626198,0.632588,,0.637735
67920,0.653887,0.626198,0.632588,,0.637557667
67980,0.653887,0.626198,0.632588,,0.637557667
68040,0.653887,0.626198,0.632588,,0.637557667
68100,0.653887,0.626198,0.632055,,0.63738
68160,0.653887,0.625665,0.632055,,0.637202333
68220,0.653887,0.625665,0.632588,,0.63738
68280,0.653887,0.625665,0.632055,,0.637202333
68340,0.653887,0.625665,0.632055,,0.637202333
68400,0.653887,0.625665,0.632055,,0.637202333
68460,0.653887,0.625665,0.632055,,0.637202333
68520,0.653887,0.625665,0.632055,,0.637202333
68580,0.653887,0.625133,0.631523,,0.636847667
68640,0.653354,0.625133,0.632055,,0.636847333
68700,0.653354,0.625133,0.631523,,0.63667
68760,0.653354,0.625133,0.631523,,0.63667
68820,0.653354,0.6246,0.631523,,0.636492333
68880,0.653354,0.6246,0.631523,,0.636492333
68940,0.653354,0.6246,0.631523,,0.636492333
69000,0.653354,0.6246,0.631523,,0.636492333
69060,0.653354,0.6246,0.63099,,0.636314667
69120,0.652822,0.624068,0.63099,,0.63596
69180,0.653354,0.624068,0.63099,,0.636137333
69240,0.652822,0.624068,0.63099,,0.63596
69300,0.652822,0.624068,0.63099,,0.63596
69360,0.652822,0.624068,0.63099,,0.63596
69420,0.652822,0.624068,0.63099,,0.63596
69480,0.652822,0.624068,0.63099,,0.63596
69540,0.652822,0.624068,0.630458,,0.635782667
69600,0.652822,0.624068,0.63099,,0.63596
69660,0.652289,0.623535,0.630458,,0.635427333
69720,0.652289,0.623535,0.63099,,0.635604667
69780,0.652289,0.623535,0.630458,,0.635427333
69840,0.652289,0.623535,0.630458,,0.635427333
69900,0.652289,0.623535,0.630458,,0.635427333
69960,0.652289,0.623535,0.630458,,0.635427333
70020,0.652289,0.623003,0.630458,,0.63525
70080,0.651757,0.623003,0.630458,,0.635072667
70140,0.651757,0.623003,0.630458,,0.635072667
70200,0.651757,0.623003,0.630458,,0.635072667
70260,0.651757,0.623003,0.630458,,0.635072667
70320,0.651757,0.623003,0.630458,,0.635072667
70380,0.651757,0.622471,0.630458,,0.634895333
70440,0.651757,0.622471,0.630458,,0.634895333
70500,0.651757,0.622471,0.630458,,0.634895333
70560,0.651757,0.622471,0.629925,,0.634717667
70620,0.651757,0.622471,0.629925,,0.634717667
70680,0.651757,0.622471,0.629925,,0.634717667
70740,0.651757,0.622471,0.629925,,0.634717667
70800,0.651757,0.622471,0.629925,,0.634717667
70860,0.651225,0.621938,0.629925,,0.634362667
70920,0.651757,0.622471,0.629925,,0.634717667
70980,0.651757,0.621938,0.629925,,0.63454
71040,0.651225,0.621938,0.629925,,0.634362667
71100,0.651225,0.621938,0.629925,,0.634362667
71160,0.651225,0.621938,0.629925,,0.634362667
71220,0.651225,0.621938,0.629925,,0.634362667
71280,0.651225,0.621938,0.629925,,0.634362667
71340,0.651225,0.621938,0.629925,,0.634362667
71400,0.651225,0.621938,0.629393,,0.634185333
71460,0.651225,0.621406,0.629393,,0.634008
71520,0.651225,0.621406,0.629393,,0.634008
71580,0.651225,0.621406,0.629393,,0.634008
71640,0.651225,0.621406,0.629393,,0.634008
71700,0.651225,0.621406,0.629393,,0.634008
71760,0.650692,0.621406,0.629393,,0.633830333
71820,0.650692,0.621406,0.629393,,0.633830333
71880,0.650692,0.621406,0.629393,,0.633830333
71940,0.650692,0.621406,0.629393,,0.633830333
72000,0.650692,0.620873,0.62886,,0.633475
72060,0.650692,0.620873,0.62886,,0.633475
72120,0.650692,0.620873,0.62886,,0.633475
72180,0.650692,0.620873,0.62886,,0.633475
72240,0.650692,0.620873,0.62886,,0.633475
72300,0.650692,0.620873,0.62886,,0.633475
72360,0.65016,0.620341,0.62886,,0.633120333
72420,0.65016,0.620341,0.62886,,0.633120333
72480,0.65016,0.620341,0.62886,,0.633120333
72540,0.65016,0.620341,0.628328,,0.632943
72600,0.65016,0.620341,0.62886,,0.633120333
72660,0.65016,0.620341,0.628328,,0.632943
72720,0.65016,0.620341,0.628328,,0.632943
72780,0.65016,0.619808,0.628328,,0.632765333
72840,0.65016,0.619808,0.628328,,0.632765333
72900,0.65016,0.619808,0.628328,,0.632765333
72960,0.65016,0.619808,0.628328,,0.632765333
73020,0.649627,0.619808,0.628328,,0.632587667
73080,0.649627,0.619808,0.628328,,0.632587667
73140,0.649627,0.619808,0.628328,,0.632587667
73200,0.649627,0.619808,0.627795,,0.63241
73260,0.649627,0.619808,0.628328,,0.632587667
73320,0.649627,0.619808,0.628328,,0.632587667
73380,0.649627,0.619276,0.627795,,0.632232667
73440,0.649627,0.619276,0.627795,,0.632232667
73500,0.649627,0.619276,0.627795,,0.632232667
73560,0.649627,0.619276,0.627795,,0.632232667
73620,0.649627,0.619276,0.627795,,0.632232667
73680,0.649627,0.619276,0.627795,,0.632232667
73740,0.649627,0.618743,0.627795,,0.632055
73800,0.649095,0.618743,0.627263,,0.631700333
73860,0.649095,0.618743,0.627263,,0.631700333
73920,0.649095,0.618743,0.627263,,0.631700333
73980,0.649095,0.618743,0.627263,,0.631700333
74040,0.649095,0.618743,0.627263,,0.631700333
74100,0.649095,0.618211,0.627263,,0.631523
74160,0.649095,0.618743,0.627263,,0.631700333
74220,0.649095,0.618211,0.62673,,0.631345333
74280,0.649095,0.618211,0.62673,,0.631345333
74340,0.649095,0.618211,0.627263,,0.631523
74400,0.649095,0.618211,0.627263,,0.631523
74460,0.648562,0.618211,0.62673,,0.631167667
74520,0.648562,0.618211,0.62673,,0.631167667
74580,0.648562,0.618211,0.62673,,0.631167667
74640,0.648562,0.618211,0.62673,,0.631167667
74700,0.648562,0.617678,0.62673,,0.63099
74760,0.648562,0.617678,0.62673,,0.63099
74820,0.648562,0.617678,0.62673,,0.63099
74880,0.648562,0.617678,0.62673,,0.63099
74940,0.648562,0.617678,0.62673,,0.63099
75000,0.64803,0.617678,0.62673,,0.630812667
75060,0.64803,0.617146,0.626198,,0.630458
75120,0.64803,0.617146,0.626198,,0.630458
75180,0.64803,0.617146,0.626198,,0.630458
75240,0.64803,0.617146,0.626198,,0.630458
75300,0.64803,0.617146,0.626198,,0.630458
75360,0.64803,0.617146,0.626198,,0.630458
75420,0.64803,0.617146,0.626198,,0.630458
75480,0.64803,0.617146,0.625665,,0.630280333
75540,0.64803,0.616613,0.626198,,0.630280333
75600,0.64803,0.616613,0.626198,,0.630280333
75660,0.647497,0.616613,0.625665,,0.629925
75720,0.647497,0.616613,0.626198,,0.630102667
75780,0.647497,0.616613,0.625665,,0.629925
75840,0.647497,0.616613,0.625665,,0.629925
75900,0.647497,0.616613,0.625665,,0.629925
75960,0.647497,0.616613,0.625665,,0.629925
76020,0.647497,0.616613,0.625665,,0.629925
76080,0.647497,0.616081,0.625133,,0.629570333
76140,0.647497,0.616081,0.625665,,0.629747667
76200,0.647497,0.616081,0.625133,,0.629570333
76260,0.647497,0.616081,0.625665,,0.629747667
76320,0.646965,0.616081,0.625133,,0.629393
76380,0.646965,0.616081,0.625133,,0.629393
76440,0.646965,0.616081,0.625133,,0.629393
76500,0.646965,0.615548,0.625133,,0.629215333
76560,0.646965,0.615548,0.625133,,0.629215333
76620,0.646965,0.615548,0.625133,,0.629215333
76680,0.646965,0.615548,0.625133,,0.629215333
76740,0.646965,0.615548,0.625133,,0.629215333
76800,0.646965,0.615548,0.6246,,0.629037667
76860,0.646432,0.615548,0.6246,,0.62886
76920,0.646432,0.615016,0.6246,,0.628682667
76980,0.646432,0.615016,0.6246,,0.628682667
77040,0.646432,0.615016,0.6246,,0.628682667
77100,0.646432,0.615016,0.6246,,0.628682667
77160,0.646432,0.615016,0.6246,,0.628682667
77220,0.646432,0.615016,0.6246,,0.628682667
77280,0.646432,0.615016,0.624068,,0.628505333
77340,0.646432,0.615016,0.624068,,0.628505333
77400,0.646432,0.614483,0.624068,,0.628327667
77460,0.6459,0.614483,0.624068,,0.628150333
77520,0.6459,0.614483,0.624068,,0.628150333
77580,0.6459,0.613951,0.624068,,0.627973
77640,0.6459,0.613951,0.624068,,0.627973
77700,0.6459,0.613418,0.623535,,0.627617667
77760,0.6459,0.613418,0.623535,,0.627617667
77820,0.6459,0.613418,0.623535,,0.627617667
77880,0.645367,0.613418,0.623535,,0.62744
77940,0.645367,0.612886,0.623535,,0.627262667
78000,0.645367,0.612886,0.623535,,0.627262667
78060,0.645367,0.612886,0.623003,,0.627085333
78120,0.645367,0.612353,0.623003,,0.626907667
78180,0.645367,0.612353,0.623003,,0.626907667
78240,0.645367,0.612353,0.623003,,0.626907667
78300,0.645367,0.612353,0.623003,,0.626907667
78360,0.644835,0.612353,0.623003,,0.626730333
78420,0.644835,0.611821,0.623003,,0.626553
78480,0.644835,0.611821,0.622471,,0.626375667
78540,0.644835,0.611821,0.623003,,0.626553
78600,0.644835,0.611821,0.622471,,0.626375667
78660,0.644835,0.611821,0.622471,,0.626375667
78720,0.644835,0.611821,0.622471,,0.626375667
78780,0.644835,0.611288,0.622471,,0.626198
78840,0.644302,0.611288,0.621938,,0.625842667
78900,0.644302,0.611288,0.621938,,0.625842667
78960,0.644302,0.611288,0.621938,,0.625842667
79020,0.644302,0.611288,0.621938,,0.625842667
79080,0.644302,0.610756,0.621938,,0.625665333
79140,0.644302,0.610756,0.621938,,0.625665333
79200,0.64377,0.610756,0.621938,,0.625488
79260,0.64377,0.610756,0.621938,,0.625488
79320,0.64377,0.610223,0.621938,,0.625310333
79380,0.64377,0.610223,0.621406,,0.625133
79440,0.64377,0.610223,0.621938,,0.625310333
79500,0.64377,0.610223,0.621406,,0.625133
79560,0.64377,0.610223,0.621406,,0.625133
79620,0.64377,0.609691,0.621406,,0.624955667
79680,0.64377,0.609691,0.621406,,0.624955667
79740,0.643237,0.609691,0.621406,,0.624778
79800,0.643237,0.609691,0.621406,,0.624778
79860,0.643237,0.609691,0.621406,,0.624778
79920,0.643237,0.609158,0.621406,,0.624600333
79980,0.643237,0.609158,0.621406,,0.624600333
80040,0.643237,0.609158,0.621406,,0.624600333
80100,0.643237,0.609158,0.621406,,0.624600333
80160,0.643237,0.609158,0.621406,,0.624600333
80220,0.643237,0.608626,0.621406,,0.624423
80280,0.643237,0.608626,0.621406,,0.624423
80340,0.643237,0.608626,0.620873,,0.624245333
80400,0.642705,0.608626,0.620873,,0.624068
80460,0.642705,0.608626,0.620873,,0.624068
80520,0.642705,0.608626,0.620873,,0.624068
80580,0.642705,0.608094,0.620873,,0.623890667
80640,0.642705,0.608094,0.620341,,0.623713333
80700,0.642705,0.608094,0.620341,,0.623713333
80760,0.642705,0.608094,0.620341,,0.623713333
80820,0.642705,0.607561,0.620341,,0.623535667
80880,0.642172,0.607561,0.620341,,0.623358
80940,0.642172,0.607561,0.620341,,0.623358
81000,0.642705,0.607561,0.619808,,0.623358
81060,0.642172,0.607561,0.620341,,0.623358
81120,0.642172,0.607561,0.619808,,0.623180333
81180,0.642172,0.607561,0.620341,,0.623358
81240,0.642172,0.607029,0.619808,,0.623003
81300,0.642172,0.607029,0.619808,,0.623003
81360,0.642172,0.607029,0.619808,,0.623003
81420,0.642172,0.607029,0.619808,,0.623003
81480,0.642172,0.607029,0.619808,,0.623003
81540,0.642172,0.607029,0.619808,,0.623003
81600,0.642172,0.607029,0.619808,,0.623003
81660,0.64164,0.607029,0.619808,,0.622825667
81720,0.64164,0.607029,0.619808,,0.622825667
81780,0.64164,0.607029,0.619808,,0.622825667
81840,0.64164,0.607029,0.619808,,0.622825667
81900,0.64164,0.606496,0.619276,,0.622470667
81960,0.64164,0.606496,0.619276,,0.622470667
82020,0.64164,0.606496,0.619276,,0.622470667
82080,0.64164,0.606496,0.619276,,0.622470667
82140,0.64164,0.606496,0.619276,,0.622470667
82200,0.64164,0.606496,0.619276,,0.622470667
82260,0.64164,0.606496,0.619276,,0.622470667
82320,0.641107,0.606496,0.619276,,0.622293
82380,0.641107,0.606496,0.619276,,0.622293
82440,0.641107,0.605964,0.619276,,0.622115667
82500,0.641107,0.605964,0.618743,,0.621938
82560,0.641107,0.605964,0.618743,,0.621938
82620,0.641107,0.605964,0.618743,,0.621938
82680,0.641107,0.605964,0.618211,,0.621760667
82740,0.641107,0.605964,0.618743,,0.621938
82800,0.641107,0.605964,0.618743,,0.621938
82860,0.641107,0.605964,0.618211,,0.621760667
82920,0.641107,0.605964,0.618211,,0.621760667
82980,0.641107,0.605431,0.618211,,0.621583
83040,0.641107,0.605431,0.618211,,0.621583
83100,0.640575,0.605431,0.618211,,0.621405667
83160,0.641107,0.605431,0.618211,,0.621583
83220,0.640575,0.605431,0.618211,,0.621405667
83280,0.640575,0.605431,0.617678,,0.621228
83340,0.640575,0.605431,0.617678,,0.621228
83400,0.640575,0.605431,0.617678,,0.621228
83460,0.640575,0.605431,0.617678,,0.621228
83520,0.640575,0.605431,0.617678,,0.621228
83580,0.640575,0.605431,0.617678,,0.621228
83640,0.640575,0.605431,0.617678,,0.621228
83700,0.640575,0.604899,0.617678,,0.621050667
83760,0.640575,0.604899,0.617146,,0.620873333
83820,0.640575,0.604899,0.617146,,0.620873333
83880,0.640575,0.604899,0.617146,,0.620873333
83940,0.640575,0.604899,0.617146,,0.620873333
84000,0.640042,0.604899,0.617146,,0.620695667
84060,0.640575,0.604899,0.617146,,0.620873333
84120,0.640042,0.604899,0.617146,,0.620695667
84180,0.640042,0.604899,0.617146,,0.620695667
84240,0.640042,0.604899,0.617146,,0.620695667
84300,0.640042,0.604899,0.617146,,0.620695667
84360,0.640042,0.604899,0.617146,,0.620695667
84420,0.640042,0.604899,0.617146,,0.620695667
84480,0.640042,0.604899,0.616613,,0.620518
84540,0.640042,0.604899,0.616613,,0.620518
84600,0.640042,0.604366,0.617146,,0.620518
84660,0.63951,0.604366,0.616613,,0.620163
84720,0.640042,0.604366,0.616613,,0.620340333
84780,0.63951,0.604366,0.616613,,0.620163
84840,0.63951,0.604366,0.616613,,0.620163
84900,0.63951,0.604366,0.616613,,0.620163
84960,0.63951,0.604366,0.616613,,0.620163
85020,0.63951,0.604366,0.616613,,0.620163
85080,0.63951,0.604366,0.616613,,0.620163
85140,0.63951,0.604366,0.616613,,0.620163
85200,0.63951,0.604366,0.616613,,0.620163
85260,0.63951,0.604366,0.616613,,0.620163
85320,0.63951,0.604366,0.616081,,0.619985667
85380,0.63951,0.604366,0.616613,,0.620163
85440,0.63951,0.604366,0.616081,,0.619985667
85500,0.63951,0.604366,0.616081,,0.619985667
85560,0.63951,0.604366,0.616081,,0.619985667
85620,0.63951,0.604366,0.616081,,0.619985667
85680,0.638977,0.603834,0.616081,,0.619630667
85740,0.638977,0.603834,0.616081,,0.619630667
85800,0.638977,0.603834,0.616081,,0.619630667
85860,0.638977,0.603834,0.616081,,0.619630667
85920,0.638977,0.603834,0.615548,,0.619453
85980,0.638977,0.603834,0.615548,,0.619453
86040,0.638977,0.603834,0.615548,,0.619453
86100,0.638977,0.603834,0.615548,,0.619453
86160,0.638977,0.603834,0.615548,,0.619453
86220,0.638977,0.603834,0.616081,,0.619630667
86280,0.638977,0.603834,0.616081,,0.619630667
86340,0.638977,0.603301,0.615548,,0.619275333
86400,0.638977,0.603301,0.615548,,0.619275333
